episode,final_balance,cum_reward
724,1030.00,30.00
725,1021.00,21.00
726,1024.00,24.00
727,1028.00,28.00
728,1003.00,3.00
729,1016.00,16.00
730,1020.00,20.00
731,1014.00,14.00
732,1028.00,28.00
733,1025.00,25.00
734,1008.00,8.00
735,1027.00,27.00
736,1013.00,13.00
737,998.00,-2.00
738,1038.00,38.00
739,1021.00,21.00
740,1018.00,18.00
741,1002.00,2.00
742,1000.00,0.00
743,1022.00,22.00
744,1026.00,26.00
745,998.00,-2.00
746,997.00,-3.00
747,1009.00,9.00
748,1027.00,27.00
749,999.00,-1.00
750,1020.00,20.00
751,1010.00,10.00
752,1019.00,19.00
753,1015.00,15.00
754,988.00,-12.00
755,1026.00,26.00
756,1016.00,16.00
757,1014.00,14.00
758,1013.00,13.00
759,1021.00,21.00
760,1014.00,14.00
761,1016.00,16.00
762,993.00,-7.00
763,1026.00,26.00
764,994.00,-6.00
765,1014.00,14.00
766,1021.00,21.00
767,1024.00,24.00
768,1021.00,21.00
769,1022.00,22.00
770,1024.00,24.00
771,1007.00,7.00
772,1017.00,17.00
773,1018.00,18.00
774,1000.00,0.00
775,1002.00,2.00
776,1003.00,3.00
777,1024.00,24.00
778,1010.00,10.00
779,983.00,-17.00
780,1016.00,16.00
781,995.00,-5.00
782,1022.00,22.00
783,994.00,-6.00
784,1012.00,12.00
785,1011.00,11.00
786,1020.00,20.00
787,1009.00,9.00
788,1003.00,3.00
789,1024.00,24.00
790,1015.00,15.00
791,1020.00,20.00
792,1026.00,26.00
793,1024.00,24.00
794,1020.00,20.00
795,1010.00,10.00
796,1010.00,10.00
797,966.00,-34.00
798,1006.00,6.00
799,1016.00,16.00
800,1033.00,33.00
801,1010.00,10.00
802,1011.00,11.00
803,1014.00,14.00
804,1009.00,9.00
805,1014.00,14.00
806,1023.00,23.00
807,1007.00,7.00
808,1035.00,35.00
809,1018.00,18.00
810,1021.00,21.00
811,1016.00,16.00
812,1010.00,10.00
813,1009.00,9.00
814,1018.00,18.00
815,1003.00,3.00
816,1004.00,4.00
817,1026.00,26.00
818,1024.00,24.00
819,1017.00,17.00
820,1013.00,13.00
821,1017.00,17.00
822,1014.00,14.00
823,992.00,-8.00
824,1005.00,5.00
825,995.00,-5.00
826,1003.00,3.00
827,1032.00,32.00
828,1006.00,6.00
829,1018.00,18.00
830,1017.00,17.00
831,986.00,-14.00
832,1028.00,28.00
833,1001.00,1.00
834,1025.00,25.00
835,1011.00,11.00
836,1006.00,6.00
837,1014.00,14.00
838,1009.00,9.00
839,1022.00,22.00
840,1018.00,18.00
841,1021.00,21.00
842,1024.00,24.00
843,1007.00,7.00
844,1014.00,14.00
845,1018.00,18.00
846,1026.00,26.00
847,1025.00,25.00
848,1021.00,21.00
849,1026.00,26.00
850,980.00,-20.00
851,994.00,-6.00
852,1027.00,27.00
853,1013.00,13.00
854,1019.00,19.00
855,1011.00,11.00
856,1019.00,19.00
857,1003.00,3.00
858,1018.00,18.00
859,1021.00,21.00
860,1015.00,15.00
861,1029.00,29.00
862,1024.00,24.00
863,997.00,-3.00
864,1020.00,20.00
865,1030.00,30.00
866,1024.00,24.00
867,1005.00,5.00
868,1028.00,28.00
869,1018.00,18.00
870,1008.00,8.00
871,1027.00,27.00
872,1005.00,5.00
873,1011.00,11.00
874,1016.00,16.00
875,1009.00,9.00
876,992.00,-8.00
877,1020.00,20.00
878,1006.00,6.00
879,985.00,-15.00
880,1028.00,28.00
881,1008.00,8.00
882,1029.00,29.00
883,1018.00,18.00
884,993.00,-7.00
885,1027.00,27.00
886,1002.00,2.00
887,1008.00,8.00
888,1022.00,22.00
889,1013.00,13.00
890,1011.00,11.00
891,1007.00,7.00
892,1031.00,31.00
893,1018.00,18.00
894,1026.00,26.00
895,1028.00,28.00
896,1033.00,33.00
897,997.00,-3.00
898,1018.00,18.00
899,994.00,-6.00
900,1028.00,28.00
901,1022.00,22.00
902,1019.00,19.00
903,1015.00,15.00
904,1010.00,10.00
905,1019.00,19.00
906,1020.00,20.00
907,1011.00,11.00
908,1022.00,22.00
909,1025.00,25.00
910,1029.00,29.00
911,1026.00,26.00
912,1011.00,11.00
913,1021.00,21.00
914,1023.00,23.00
915,1022.00,22.00
916,1018.00,18.00
917,994.00,-6.00
918,1011.00,11.00
919,1028.00,28.00
920,1023.00,23.00
921,1002.00,2.00
922,1017.00,17.00
923,1010.00,10.00
924,1018.00,18.00
925,1023.00,23.00
926,1011.00,11.00
927,1010.00,10.00
928,1021.00,21.00
929,1013.00,13.00
930,1010.00,10.00
931,1026.00,26.00
932,1023.00,23.00
933,1004.00,4.00
934,1012.00,12.00
935,1008.00,8.00
936,1012.00,12.00
937,1023.00,23.00
938,1014.00,14.00
939,1017.00,17.00
940,995.00,-5.00
941,1034.00,34.00
942,1011.00,11.00
943,1007.00,7.00
944,1033.00,33.00
945,1011.00,11.00
946,1014.00,14.00
947,1006.00,6.00
948,994.00,-6.00
949,994.00,-6.00
950,1025.00,25.00
951,1021.00,21.00
952,1003.00,3.00
953,1025.00,25.00
