episode,final_balance,cum_reward
923,-942.23,-1942.23
924,-300.00,-1300.00
925,-200.00,-1200.00
926,-920.99,-1920.99
927,0.00,-1000.00
928,7891.02,6891.02
929,-844.00,-1844.00
930,-616.80,-1616.80
931,-716.50,-1716.50
932,0.00,-1000.00
933,-100.00,-1100.00
934,-801.69,-1801.69
935,-300.00,-1300.00
936,-370.00,-1370.00
937,-955.90,-1955.90
938,-568.00,-1568.00
939,-370.00,-1370.00
940,-100.00,-1100.00
941,-300.00,-1300.00
942,-461.82,-1461.82
943,6817.76,5817.76
944,-440.00,-1440.00
945,13371.00,12371.00
946,-200.00,-1200.00
947,0.00,-1000.00
948,-370.00,-1370.00
949,-352.00,-1352.00
950,9800.00,8800.00
951,0.00,-1000.00
952,-300.00,-1300.00
953,-990.47,-1990.47
954,0.00,-1000.00
955,0.00,-1000.00
956,-190.00,-1190.00
957,0.00,-1000.00
958,-869.36,-1869.36
959,-732.72,-1732.72
960,9650.43,8650.43
961,0.00,-1000.00
962,-100.00,-1100.00
963,-280.00,-1280.00
964,0.00,-1000.00
965,-330.00,-1330.00
966,-190.00,-1190.00
967,-190.00,-1190.00
968,-956.70,-1956.70
969,-352.00,-1352.00
970,0.00,-1000.00
971,-816.29,-1816.29
972,-100.00,-1100.00
973,-876.40,-1876.40
974,13001.00,12001.00
975,-708.40,-1708.40
976,10000.00,9000.00
977,-755.88,-1755.88
978,-214.27,-1214.27
979,-200.00,-1200.00
980,-190.00,-1190.00
981,-100.00,-1100.00
982,-481.60,-1481.60
983,-814.78,-1814.78
984,-232.91,-1232.91
985,0.00,-1000.00
986,-352.00,-1352.00
987,0.00,-1000.00
988,-650.08,-1650.08
989,-445.79,-1445.79
990,-370.00,-1370.00
991,-854.20,-1854.20
992,-595.13,-1595.13
993,-713.23,-1713.23
994,-769.60,-1769.60
995,11611.19,10611.19
996,0.00,-1000.00
997,-305.94,-1305.94
998,0.00,-1000.00
999,-887.98,-1887.98
1000,-100.00,-1100.00
1001,0.00,-1000.00
1002,-100.00,-1100.00
1003,0.00,-1000.00
1004,8562.68,7562.68
1005,6791.20,5791.20
1006,-958.39,-1958.39
1007,-300.00,-1300.00
1008,-676.00,-1676.00
1009,-538.71,-1538.71
1010,7174.45,6174.45
1011,-300.00,-1300.00
1012,-716.40,-1716.40
1013,-650.08,-1650.08
1014,0.00,-1000.00
1015,-773.19,-1773.19
1016,-559.00,-1559.00
1017,-460.00,-1460.00
1018,-479.79,-1479.79
1019,-801.55,-1801.55
1020,-559.00,-1559.00
1021,-596.80,-1596.80
1022,0.00,-1000.00
1023,7010.00,6010.00
1024,-424.00,-1424.00
1025,-500.00,-1500.00
1026,-647.20,-1647.20
1027,-433.00,-1433.00
1028,-32.50,-1032.50
1029,0.00,-1000.00
1030,-100.00,-1100.00
1031,-773.20,-1773.20
1032,6789.37,5789.37
1033,-433.00,-1433.00
1034,0.00,-1000.00
1035,9480.10,8480.10
1036,-100.00,-1100.00
1037,0.00,-1000.00
1038,0.00,-1000.00
1039,-539.55,-1539.55
1040,-894.16,-1894.16
1041,-100.00,-1100.00
1042,-440.00,-1440.00
1043,-897.20,-1897.20
1044,1720.00,720.00
1045,0.00,-1000.00
1046,0.00,-1000.00
1047,12251.85,11251.85
1048,-361.00,-1361.00
1049,0.60,-999.40
1050,-400.00,-1400.00
1051,-370.00,-1370.00
1052,-656.00,-1656.00
1053,-280.00,-1280.00
1054,24075.10,23075.10
1055,20718.00,19718.00
1056,25600.00,24600.00
1057,0.00,-1000.00
1058,-100.00,-1100.00
1059,16100.00,15100.00
1060,0.00,-1000.00
1061,-280.00,-1280.00
1062,-200.00,-1200.00
1063,20446.18,19446.18
1064,-100.00,-1100.00
1065,-609.90,-1609.90
1066,0.00,-1000.00
1067,0.00,-1000.00
1068,-400.00,-1400.00
1069,-956.98,-1956.97
1070,-433.82,-1433.82
1071,0.00,-1000.00
1072,0.00,-1000.00
1073,4257.18,3257.18
1074,-640.08,-1640.08
1075,0.00,-1000.00
1076,0.00,-1000.00
1077,-100.00,-1100.00
1078,9200.00,8200.00
1079,-568.97,-1568.97
1080,-200.00,-1200.00
1081,-500.00,-1500.00
1082,22400.00,21400.00
1083,-100.00,-1100.00
1084,-546.40,-1546.40
1085,-100.00,-1100.00
1086,0.00,-1000.00
1087,18120.00,17120.00
1088,0.00,-1000.00
1089,8780.40,7780.40
1090,3770.00,2770.00
1091,0.00,-1000.00
1092,0.00,-1000.00
1093,-280.00,-1280.00
1094,-804.00,-1804.00
1095,-748.00,-1748.00
1096,0.00,-1000.00
1097,10096.00,9096.00
1098,7975.27,6975.27
1099,-857.75,-1857.75
1100,0.00,-1000.00
1101,-190.00,-1190.00
1102,4352.30,3352.30
1103,0.00,-1000.00
